user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,risco,origem
1152,0,0,0,1055,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1153,24,159,215,459,0,4,38,107,95,16,2,216,0,0,0,0,0,0,0,0,0,0,462,693,41,656,91,0,35,54,247,203,0,362,131,Médio,original
1154,20,305,220,283,3,4,69,195,1,237,1,209,1,347,0,293,111,281,0,347,286,298,301,558,0,480,79,0,11,33,160,841,0,431,303,Alto,original
1155,1,10,2,645,1,3,0,10,0,18,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1156,0,0,1,59,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1157,0,90,97,680,1,3,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,239,293,0,305,0,0,7,5,56,145,1,205,471,Alto,original
1158,0,91,97,1304,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,170,255,0,263,0,0,2,4,51,234,1,534,512,Alto,original
1159,0,8,0,1361,2,5,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1160,0,91,97,629,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,286,582,0,595,0,0,8,29,221,906,0,709,189,Médio,original
1161,1,235,159,1487,1,5,3,221,42,230,12,237,1,54,6,58,2,65,0,54,43,41,379,649,84,639,0,46,29,43,240,370,1,699,172,Alto,original
1162,0,0,1,210,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1163,0,45,45,1270,1,2,0,42,50,38,0,327,0,0,0,0,0,0,0,0,0,0,95,110,0,116,0,0,2,3,11,59,0,879,665,Médio,original
1164,0,91,97,1404,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,377,632,0,646,0,0,7,53,223,696,0,173,137,Médio,original
1165,0,91,97,1346,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,92,102,0,108,0,0,3,2,21,100,0,370,673,Médio,original
1166,0,91,97,1747,1,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,485,761,0,771,0,0,56,54,314,209,1,747,10,Alto,original
1167,0,0,1,1200,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1168,0,91,97,1794,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,35,36,0,38,0,0,0,4,7,778,0,56,739,Baixo,original
1169,5,292,182,1207,2,4,57,177,9,211,3,324,1,78,2,29,40,32,0,78,62,62,202,359,0,332,34,0,8,4,121,97,0,216,448,Alto,original
1170,1,12,5,1660,1,3,0,12,0,20,0,39,1,148,0,143,0,137,0,148,116,119,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1171,0,91,97,412,2,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,435,565,0,577,0,0,22,30,124,94,0,520,205,Médio,original
1172,0,7,1,924,2,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1173,0,91,97,832,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,378,731,0,738,0,0,21,104,304,953,1,679,44,Alto,original
1174,0,91,97,1014,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,402,720,0,727,0,0,30,38,271,544,1,750,56,Alto,original
1175,0,188,97,542,2,4,0,165,0,207,0,327,0,0,0,0,0,0,0,0,0,0,142,220,0,229,0,0,5,3,71,220,0,259,548,Médio,original
1176,1,229,151,815,1,6,0,217,1,254,1,158,1,151,25,135,0,142,21,151,118,124,494,766,95,772,0,75,49,52,319,208,0,776,15,Alto,original
1177,2,279,208,1163,1,2,6,268,48,266,20,173,0,0,0,0,0,0,0,0,0,0,149,235,28,231,0,2,1,13,51,985,0,522,563,Médio,original
1178,0,0,0,1533,1,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1179,0,91,97,1143,2,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,141,233,0,241,0,0,4,10,50,592,0,542,533,Médio,original
1180,0,0,0,320,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1181,0,197,97,305,1,5,0,174,0,216,0,327,0,0,0,0,0,0,0,0,0,0,247,508,0,516,0,0,32,23,197,828,0,878,267,Médio,original
1182,0,91,97,881,0,3,0,87,91,0,0,327,0,0,0,0,0,0,0,0,0,0,465,689,41,698,0,0,21,49,240,590,2,75,84,Alto,original
1183,0,7,1,254,1,3,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1184,38,36,33,691,2,5,0,33,48,25,15,10,1,220,0,202,0,197,0,220,173,183,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1185,0,91,97,949,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,301,420,0,434,0,0,13,12,102,155,1,774,352,Alto,original
1186,0,0,1,1075,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1187,0,7,0,748,2,6,0,7,0,15,0,327,1,61,10,62,0,70,10,61,47,47,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1188,0,0,1,1155,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1189,0,0,1,816,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1190,2,13,7,956,1,3,0,13,2,19,1,49,1,144,53,91,7,127,14,144,113,114,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1191,0,91,97,376,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,231,335,0,350,0,0,11,8,91,354,0,334,429,Médio,original
1192,1,53,54,861,1,2,0,50,65,50,0,230,1,271,21,237,0,236,0,271,221,230,335,512,12,519,0,0,5,23,123,637,1,446,268,Alto,original
1193,0,0,1,1321,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1194,0,23,14,1375,2,5,0,19,0,32,0,327,0,0,0,0,0,0,0,0,0,0,85,160,0,165,0,0,3,2,53,833,0,631,615,Médio,original
1195,0,9,3,1399,2,2,0,9,1,16,0,327,1,38,14,34,2,47,1,38,34,30,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1196,2,16,9,1544,2,2,0,16,3,21,0,38,1,34,21,24,0,43,6,34,31,26,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1197,0,0,1,675,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1198,0,0,1,218,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1199,0,91,97,816,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,441,671,0,683,0,0,20,37,208,715,0,712,100,Médio,original
1200,0,0,1,1501,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1201,23,163,223,581,2,6,40,110,1,150,0,188,1,67,2,25,33,29,2,67,48,55,153,228,1,192,36,1,7,4,56,191,0,837,591,Alto,original
1202,0,91,97,835,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,49,64,0,70,0,0,1,1,20,878,0,320,709,Médio,original
1203,0,8,0,1245,2,5,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1204,0,0,1,1293,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1205,0,91,97,71,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,272,379,0,392,0,0,5,16,87,445,0,347,391,Médio,original
1206,0,0,1,609,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1207,0,0,0,884,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1208,0,14,4,784,2,4,5,9,1,16,0,327,1,65,2,25,30,29,0,65,49,50,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1209,0,7,1,1767,2,4,0,7,0,15,0,327,1,222,0,204,0,200,0,222,178,183,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1210,2,13,5,146,1,2,0,13,0,21,0,41,1,189,0,169,0,160,0,189,153,154,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1211,0,91,97,251,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,180,277,0,285,0,0,3,9,60,322,1,769,489,Alto,original
1212,1,12,5,1696,3,4,0,12,0,20,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1213,0,0,0,1452,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1214,0,8,1,1639,2,2,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1215,0,86,51,1506,2,5,20,61,0,86,0,327,1,6,0,4,15,6,0,6,6,6,199,381,0,330,44,0,9,6,125,162,0,215,450,Alto,original
1216,0,7,1,1377,2,3,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1217,0,91,97,1434,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,114,152,0,156,0,0,3,4,35,18,0,901,624,Médio,original
1218,1,12,4,421,1,5,0,12,0,20,0,97,1,276,0,251,0,244,0,276,224,235,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1219,0,91,97,1268,1,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,14,17,0,21,0,0,0,1,9,7,0,8,757,Baixo,original
1220,0,8,1,1235,1,3,0,8,0,16,0,327,1,132,0,126,0,117,0,132,101,107,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1221,0,190,97,596,1,4,0,167,0,209,0,327,1,252,0,219,0,217,0,252,203,209,268,429,0,442,0,0,5,14,150,129,0,633,344,Alto,original
1222,1,130,150,838,2,3,10,119,0,156,0,162,0,0,0,0,0,0,0,0,0,0,102,160,0,165,0,0,2,6,40,887,0,291,615,Médio,original
1223,0,9,1,425,2,2,0,9,0,17,0,327,1,32,0,40,0,40,0,32,27,27,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1224,46,340,260,1213,1,2,0,277,109,306,28,4,1,43,0,51,0,54,0,43,31,38,21,22,0,24,0,0,3,0,10,975,0,999,753,Alto,original
1225,0,0,0,972,0,5,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1226,1,11,4,1008,2,6,0,11,1,18,1,35,1,306,36,287,0,289,30,306,253,262,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1227,0,0,0,442,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1228,2,6,7,1257,2,4,4,2,0,10,0,165,1,351,44,303,113,301,9,351,290,302,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1229,0,0,1,227,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1230,0,0,0,819,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1231,0,0,1,1521,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1232,0,7,0,831,1,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1233,0,0,1,1631,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1234,0,138,71,12,2,2,1,137,13,168,4,327,1,272,54,238,0,237,10,272,222,231,316,686,0,695,0,0,25,28,237,663,0,875,83,Alto,original
1235,0,91,97,308,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,260,505,0,513,0,0,8,38,168,450,0,533,271,Médio,original
1236,24,244,166,1451,1,3,4,231,31,245,9,196,1,42,4,47,2,51,1,42,33,35,195,315,21,320,0,15,16,8,108,379,0,949,469,Alto,original
1237,0,91,97,957,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,171,317,0,333,0,0,6,17,77,900,0,184,447,Médio,original
1238,0,0,1,127,1,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1239,1,244,165,654,1,2,0,235,0,271,0,124,0,0,0,0,0,0,0,0,0,0,57,76,0,81,0,0,4,3,23,320,0,363,699,Médio,original
1240,0,91,97,968,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,237,278,0,288,0,0,3,15,41,940,0,770,486,Médio,original
1241,0,57,59,113,1,6,0,54,0,79,0,327,0,0,0,0,0,0,0,0,0,0,291,568,66,560,0,54,5,48,196,916,1,523,239,Alto,original
1242,0,91,97,836,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,121,199,0,206,0,0,7,4,55,352,0,478,573,Médio,original
1243,1,9,2,1780,1,7,0,9,1,16,1,153,1,115,52,81,0,99,40,115,91,97,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1244,0,9,0,875,1,5,0,9,0,17,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1245,0,0,0,1622,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1246,0,0,0,1770,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1247,0,0,1,1215,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1248,0,0,1,51,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1249,0,193,97,182,2,6,0,170,0,212,0,327,0,0,0,0,0,0,0,0,0,0,493,756,98,758,0,79,26,99,286,694,3,444,30,Alto,original
1250,0,91,97,1267,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,76,83,4,84,0,4,3,2,13,141,0,869,697,Médio,original
1251,0,91,97,1247,1,2,0,87,79,61,0,327,0,0,0,0,0,0,0,0,0,0,318,497,6,504,0,0,8,20,110,748,0,356,282,Médio,original
1252,0,7,1,1094,1,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1253,0,10,4,287,0,3,0,10,12,6,1,327,1,13,9,14,0,15,0,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1254,0,0,0,616,2,6,0,0,0,8,0,327,1,11,19,9,0,12,18,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1255,0,8,1,1378,2,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1256,0,128,67,1400,1,3,4,123,29,147,11,327,0,0,0,0,0,0,0,0,0,0,93,110,20,99,0,3,1,4,14,413,0,68,693,Médio,original
1257,1,10,4,755,2,4,0,10,0,18,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1258,0,0,1,1359,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1259,0,0,1,1165,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1260,0,0,0,431,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1261,0,0,1,384,0,3,0,0,10,0,0,327,1,265,50,225,0,230,0,265,215,223,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1262,0,177,97,1197,1,5,0,154,0,196,0,327,0,0,0,0,0,0,0,0,0,0,296,442,0,453,0,0,10,20,116,205,0,535,334,Médio,original
1263,0,0,0,1523,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1264,0,0,0,565,3,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1265,0,90,97,457,1,3,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,340,531,0,538,0,0,9,23,148,138,1,319,240,Alto,original
1266,1,12,4,1429,2,7,0,12,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1267,0,297,185,992,3,5,66,167,0,209,0,327,0,0,0,0,0,0,0,0,0,0,73,130,0,84,28,0,2,5,43,28,0,272,694,Médio,original
1268,0,0,1,1039,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1269,0,91,97,504,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,189,386,0,398,0,0,5,6,126,491,0,426,385,Médio,original
1270,10,98,106,378,2,4,0,95,0,134,0,290,0,0,0,0,0,0,0,0,0,0,112,190,0,197,0,0,4,1,42,461,0,675,585,Médio,original
1271,2,266,185,611,1,3,0,255,6,284,2,76,1,22,0,28,0,30,0,22,22,20,502,757,0,768,0,0,43,93,280,470,0,736,13,Alto,original
1272,0,189,97,446,1,3,0,166,0,208,0,327,0,0,0,0,0,0,0,0,0,0,488,747,0,754,0,0,37,41,300,285,0,734,25,Médio,original
1273,0,0,1,424,0,2,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1274,1,120,138,741,1,5,0,118,0,155,0,156,0,0,0,0,0,0,0,0,0,0,303,636,0,651,0,0,18,71,222,936,1,941,132,Alto,original
1275,0,0,0,1148,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1276,0,0,1,454,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1277,1,321,238,1481,3,4,79,223,43,231,13,291,0,0,0,0,0,0,0,0,0,0,221,440,87,287,59,23,7,13,142,330,0,553,576,Médio,original
1278,0,0,1,1424,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1279,0,8,1,41,2,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1280,0,0,1,931,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1281,0,0,0,1513,0,5,0,0,10,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1282,2,286,213,962,1,2,19,247,1,279,1,66,1,46,0,30,16,31,0,46,38,34,120,227,0,226,9,0,3,3,72,732,0,321,551,Alto,original
1283,0,91,97,1632,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,291,353,17,365,0,17,6,11,56,241,0,640,426,Médio,original
1284,1,11,4,309,1,3,0,11,0,19,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1285,0,0,1,466,0,2,0,0,10,0,0,327,1,197,46,164,0,170,0,197,158,165,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1286,0,0,1,487,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1287,1,9,4,455,0,2,0,9,11,6,1,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1288,0,91,97,633,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,256,391,0,404,0,0,6,24,68,735,1,861,379,Alto,original
1289,0,0,1,1536,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1290,0,0,0,1274,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1291,0,0,0,340,2,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1292,0,91,97,607,0,3,0,87,91,0,0,327,0,0,0,0,0,0,0,0,0,0,352,533,35,536,0,0,9,35,151,194,0,722,250,Médio,original
1293,1,235,166,1520,1,3,0,224,0,260,0,93,0,0,0,0,0,0,0,0,0,0,265,364,0,382,0,0,5,14,77,88,0,763,400,Médio,original
1294,0,91,97,563,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,332,514,0,521,0,0,10,32,117,670,0,613,261,Médio,original
1295,0,180,97,1466,0,4,0,157,91,89,0,327,1,203,27,175,0,178,0,203,166,168,446,658,40,666,0,0,29,40,203,139,0,809,121,Alto,original
1296,1,4,5,1376,2,4,0,4,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1297,0,91,97,723,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,326,425,29,428,0,29,6,17,80,388,0,755,366,Médio,original
1298,1,10,4,370,2,4,0,10,0,18,0,85,1,255,0,223,0,220,0,255,206,213,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
1299,0,0,1,634,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1300,2,90,57,462,3,6,0,86,3,121,3,152,0,0,0,0,0,0,0,0,0,0,47,54,16,46,0,16,3,3,22,13,0,762,738,Médio,original
1301,1,249,173,733,2,3,0,241,0,274,0,104,0,0,0,0,0,0,0,0,0,0,401,711,0,722,0,0,30,28,262,537,2,919,61,Alto,original
1302,1,4,4,1061,2,5,2,2,0,10,0,204,1,342,0,311,101,305,0,342,281,293,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1303,0,91,97,1324,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,53,52,0,55,0,0,1,2,9,870,0,911,723,Médio,original
1304,0,91,97,128,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,370,593,44,591,0,42,11,36,153,701,0,131,203,Médio,original
1305,1,12,6,317,2,4,2,10,0,18,0,111,1,166,0,136,50,131,0,166,132,136,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
1306,0,195,97,753,1,5,0,172,0,214,0,327,0,0,0,0,0,0,0,0,0,0,265,402,0,414,0,0,6,17,106,467,0,55,369,Médio,original
1307,0,91,97,474,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,413,566,0,578,0,0,18,21,146,81,0,293,204,Médio,original
1308,0,0,1,552,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1309,0,0,1,942,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1310,0,0,1,1769,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1311,0,0,1,677,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1312,0,0,0,301,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1313,1,9,2,605,2,7,0,9,0,17,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1314,2,252,176,1356,2,4,0,244,1,276,1,96,0,0,0,0,0,0,0,0,0,0,347,544,0,554,0,0,18,28,145,665,1,286,227,Alto,original
1315,0,91,97,1567,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,367,630,0,643,0,0,20,16,251,169,1,575,140,Alto,original
1316,0,302,190,248,2,6,72,173,0,215,0,327,1,174,39,82,69,86,32,174,139,143,473,715,80,699,84,65,27,73,256,573,0,471,91,Alto,original
1317,0,7,1,1327,1,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1318,0,91,97,909,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,123,178,0,181,0,0,1,7,48,820,0,382,601,Médio,original
1319,0,91,97,915,2,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,90,92,0,96,0,0,0,1,14,49,0,782,683,Baixo,original
1320,0,0,0,222,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
1321,0,0,0,1425,1,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
