user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,classe,risco,sintetico
1018,0,0,0,93,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1019,0,0,0,1347,0,5,0,0,10,0,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1020,1,258,183,1609,2,3,0,249,24,264,7,145,0,102,13,87,2,86,0,102,81,87,499,732,0,739,0,0,37,72,235,248,0,512,42,1,Alto,0
1021,0,0,1,1273,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1022,1,3,3,303,2,5,0,3,0,11,0,33,0,187,0,168,0,158,0,187,150,154,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1023,0,0,1,1344,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1024,0,91,97,1372,3,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,223,264,9,268,0,9,6,10,48,684,1,909,510,0,Médio,0
1025,0,0,0,30,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1026,1,12,3,463,1,4,0,12,1,19,1,88,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1027,0,91,97,1730,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,64,85,0,89,0,0,6,1,32,177,0,975,689,0,Baixo,0
1028,0,91,97,1785,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,272,335,0,352,0,0,9,9,55,245,0,317,428,0,Baixo,0
1029,0,7,1,955,2,4,0,7,0,15,0,327,0,262,0,231,0,227,0,262,211,220,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1030,0,91,97,766,1,3,0,87,0,124,0,327,0,134,0,130,0,120,0,134,101,109,163,280,0,291,0,0,1,13,71,871,0,189,483,1,Alto,0
1031,0,7,0,657,2,5,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1032,0,91,97,434,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,115,149,0,153,0,0,4,3,20,151,0,469,626,0,Baixo,0
1033,10,98,106,869,2,4,0,95,0,134,0,290,1,351,99,312,116,305,64,351,290,302,254,488,0,497,0,0,11,7,144,436,1,608,284,1,Alto,0
1034,0,91,97,1734,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,192,299,0,313,0,0,3,20,92,492,0,795,464,0,Baixo,0
1035,0,72,80,1740,2,2,0,69,0,99,0,327,1,351,99,312,116,305,64,351,290,302,179,285,0,296,0,0,10,13,77,566,0,822,479,0,Baixo,0
1036,0,0,1,1148,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1037,1,275,192,1664,2,2,0,264,0,298,0,50,1,351,99,312,116,305,64,351,290,302,124,159,0,164,0,0,5,5,31,665,0,266,615,0,Baixo,0
1038,0,91,97,506,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,115,129,0,135,0,0,2,8,26,98,0,273,645,0,Baixo,0
1039,43,345,265,1511,1,2,0,282,108,309,28,11,0,203,0,185,0,179,0,203,166,168,15,16,0,20,0,0,0,1,5,75,0,543,757,1,Alto,0
1040,0,91,97,471,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,24,31,0,33,0,0,0,0,16,255,0,109,743,0,Baixo,0
1041,8,228,153,1729,1,4,1,215,38,228,10,243,0,217,31,182,1,193,4,217,175,179,185,263,23,260,0,0,10,6,58,11,0,905,528,1,Alto,0
1042,27,301,246,475,2,5,4,274,64,301,16,40,0,73,19,68,2,75,2,73,57,59,100,286,0,297,0,0,0,7,151,722,0,194,478,1,Alto,0
1043,1,13,5,406,2,6,0,13,3,18,2,111,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1044,0,91,97,802,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,215,262,19,261,0,19,8,13,50,496,0,873,523,0,Baixo,0
1045,0,0,0,1004,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1046,0,174,97,553,2,4,0,151,0,193,0,327,1,351,99,312,116,305,64,351,290,302,50,58,0,61,0,0,1,0,21,70,0,117,715,0,Baixo,0
1047,0,91,97,1272,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,23,26,0,28,0,0,2,0,11,694,0,974,748,0,Baixo,0
1048,0,0,1,1422,2,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1049,13,293,203,1745,1,5,28,232,1,267,0,142,0,329,0,283,90,263,0,329,268,280,486,718,0,706,86,0,26,79,295,480,1,615,74,1,Alto,0
1050,0,0,0,1131,2,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1051,0,99,108,452,2,4,1,95,12,124,6,327,1,351,99,312,116,305,64,351,290,302,502,763,0,774,0,0,51,90,293,455,3,588,7,0,Médio,0
1052,0,91,97,1203,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,36,43,0,44,0,0,0,1,15,160,0,47,731,0,Baixo,0
1053,0,91,97,427,3,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,137,279,26,273,0,26,1,17,79,980,1,336,514,0,Médio,0
1054,0,167,88,234,2,5,0,148,0,191,0,327,1,351,99,312,116,305,64,351,290,302,272,315,0,331,0,0,4,15,46,305,1,726,448,0,Médio,0
1055,0,7,0,1534,1,5,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1056,0,0,1,584,1,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1057,0,91,97,844,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,172,297,0,311,0,0,0,18,81,920,0,253,466,0,Baixo,0
1058,1,81,54,171,2,5,22,57,0,82,0,79,1,351,99,312,116,305,64,351,290,302,333,544,0,495,72,0,18,13,202,199,1,853,286,1,Alto,0
1059,0,17,7,1784,2,4,7,10,0,18,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1060,0,0,1,138,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1061,0,91,97,1707,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,297,558,0,571,0,0,10,14,235,195,1,248,211,0,Médio,0
1062,1,203,117,996,1,3,0,182,0,225,0,257,1,351,99,312,116,305,64,351,290,302,2,2,0,3,0,0,0,0,1,0,0,912,774,0,Baixo,0
1063,1,202,110,644,1,5,0,181,0,224,0,296,0,23,0,31,0,31,0,23,21,22,224,404,0,416,0,0,4,13,125,559,1,241,366,1,Alto,0
1064,1,43,31,817,2,4,0,40,0,51,0,135,0,176,0,152,0,151,0,176,141,144,479,745,0,751,0,0,31,86,275,772,0,272,28,1,Alto,0
1065,0,0,0,704,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1066,0,0,0,648,1,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1067,0,193,97,1101,2,4,0,170,0,212,0,327,0,214,0,198,0,191,0,214,172,178,356,573,0,585,0,0,15,34,184,704,0,729,196,1,Alto,0
1068,0,0,1,1502,1,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1069,1,237,170,1066,1,4,0,227,0,263,0,107,0,198,0,178,0,171,0,198,162,163,7,8,0,9,0,0,0,1,6,159,0,3,768,1,Alto,0
1070,0,8,1,669,1,3,0,8,0,16,0,327,0,217,0,200,0,194,0,217,174,180,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1071,1,237,155,1030,1,6,0,227,8,256,8,149,1,351,99,312,116,305,64,351,290,302,374,571,76,555,0,62,16,44,164,586,0,329,247,0,Baixo,0
1072,1,194,106,1507,0,3,0,171,93,94,0,310,1,351,99,312,116,305,64,351,290,302,364,608,44,613,0,0,11,40,212,847,0,156,175,0,Médio,0
1073,0,0,1,1749,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1074,0,0,1,923,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1075,0,91,97,198,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,441,603,0,617,0,0,30,31,165,411,0,794,162,0,Baixo,0
1076,1,10,3,1290,1,3,1,9,0,17,0,219,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1077,0,91,97,224,0,4,0,87,91,0,0,327,1,351,99,312,116,305,64,351,290,302,280,442,12,450,0,0,7,22,90,123,0,931,341,0,Médio,0
1078,2,10,4,637,0,0,0,10,10,8,0,85,0,156,28,142,0,145,0,156,121,128,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1079,0,91,97,811,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,74,93,0,97,0,0,0,6,13,937,0,326,681,0,Baixo,0
1080,0,0,1,1357,1,4,0,0,0,8,0,327,0,44,0,53,0,55,0,44,35,34,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1081,1,10,3,719,2,5,0,10,0,18,0,75,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1082,0,91,97,1295,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,160,235,0,242,0,0,2,18,42,895,0,198,531,0,Baixo,0
1083,1,10,3,37,2,2,0,10,0,18,0,165,0,213,0,197,0,190,0,213,173,176,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1084,0,91,97,1600,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,76,132,0,139,0,0,0,12,34,864,1,663,641,0,Médio,0
1085,0,91,97,99,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,344,547,0,558,0,0,20,30,184,478,1,921,224,0,Médio,0
1086,0,91,97,783,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,168,288,0,300,0,0,10,8,77,795,0,442,475,0,Baixo,0
1087,0,0,1,1304,1,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1088,1,10,3,492,1,5,0,10,0,18,0,75,0,49,0,59,0,60,0,49,38,38,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1089,1,313,224,547,1,5,89,180,0,223,0,250,0,83,0,36,48,35,0,83,64,67,336,486,0,453,65,0,11,24,122,716,1,962,333,1,Alto,0
1090,0,186,97,1543,1,3,0,163,0,205,0,327,1,351,99,312,116,305,64,351,290,302,89,90,0,94,0,0,4,3,14,428,0,96,684,0,Baixo,0
1091,0,50,51,847,1,5,0,47,0,66,0,327,1,351,99,312,116,305,64,351,290,302,310,470,0,477,0,0,7,25,141,213,0,676,307,0,Baixo,0
1092,1,3,4,1312,2,3,0,3,0,11,0,36,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1093,0,0,1,716,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1094,0,0,0,800,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1095,0,0,1,501,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1096,0,8,1,634,3,6,2,6,0,14,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1097,0,0,1,174,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1098,0,91,97,1777,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,133,187,0,193,0,0,5,6,36,812,0,59,588,0,Baixo,0
1099,1,96,103,1733,3,6,0,92,2,130,2,213,1,351,99,312,116,305,64,351,290,302,215,300,18,304,0,18,2,12,45,200,0,379,483,0,Baixo,0
1100,2,312,228,1694,2,4,68,213,0,252,0,160,0,65,0,24,34,24,0,65,50,50,72,102,0,91,8,0,1,1,24,21,0,68,687,1,Alto,0
1101,2,157,89,889,1,5,0,145,2,183,2,46,1,351,99,312,116,305,64,351,290,302,25,30,0,32,0,0,0,2,5,990,0,952,744,0,Médio,0
1102,1,308,229,204,2,3,55,241,0,274,0,101,0,67,0,56,20,57,0,67,52,51,450,625,0,600,64,0,25,28,137,404,2,666,182,1,Alto,0
1103,0,7,1,1667,2,4,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1104,0,0,1,999,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1105,0,0,1,1393,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1106,0,91,97,1202,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,98,115,0,120,0,0,4,7,17,794,0,993,660,0,Baixo,0
1107,0,7,1,1705,1,1,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1108,0,117,134,738,2,3,3,114,34,128,9,327,1,351,99,312,116,305,64,351,290,302,82,103,9,101,0,4,2,3,19,584,0,210,684,0,Médio,0
1109,0,0,1,1103,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1110,0,173,97,350,1,3,0,150,0,192,0,327,0,120,0,117,0,104,0,120,92,102,95,130,0,136,0,0,4,5,19,708,0,915,643,1,Alto,0
1111,0,91,97,1601,1,2,0,87,74,65,0,327,1,351,99,312,116,305,64,351,290,302,209,238,3,244,0,0,9,8,36,446,0,672,531,0,Médio,0
1112,0,0,1,60,2,4,0,0,0,8,0,327,0,4,0,3,0,4,0,4,4,4,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1113,0,0,1,777,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1114,0,91,97,275,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,352,621,0,634,0,0,25,52,227,922,0,563,147,0,Baixo,0
1115,1,264,183,1330,1,3,0,254,0,288,0,68,0,201,0,184,0,176,0,201,165,165,174,265,0,273,0,0,2,16,54,839,0,65,499,1,Alto,0
1116,0,66,74,1121,2,5,0,64,0,89,0,327,1,351,99,312,116,305,64,351,290,302,88,122,0,127,0,0,2,4,22,959,0,15,653,0,Baixo,0
1117,0,0,1,1616,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1118,0,91,97,1646,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,247,464,0,472,0,0,13,15,165,440,0,375,312,0,Baixo,0
1119,0,17,5,1118,2,6,6,11,0,19,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1120,0,0,1,1787,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1121,0,0,0,364,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1122,0,90,97,946,3,4,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,249,339,0,355,0,0,6,13,56,765,0,462,425,0,Baixo,0
1123,1,12,5,211,2,2,0,12,2,18,0,231,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1124,0,91,97,355,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,76,78,0,82,0,0,2,4,13,355,0,157,695,0,Baixo,0
1125,0,91,97,1738,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,225,282,0,293,0,0,6,4,51,242,0,922,481,0,Baixo,0
1126,12,303,219,1279,2,6,56,214,45,219,7,313,1,351,99,312,116,305,64,351,290,302,475,684,71,620,88,57,24,50,217,165,0,367,183,1,Alto,0
1127,1,1,2,1355,1,1,0,1,0,9,0,190,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1128,0,0,1,1089,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1129,1,291,207,570,2,2,28,225,0,261,0,136,0,160,0,122,42,111,0,160,125,131,215,391,0,301,66,0,10,13,116,654,2,780,474,1,Alto,0
1130,0,0,1,1040,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1131,35,32,27,1781,2,5,0,29,38,26,13,14,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1132,0,192,97,1008,1,5,0,169,0,211,0,327,1,351,99,312,116,305,64,351,290,302,83,107,0,113,0,0,0,5,11,965,0,20,667,0,Baixo,0
1133,0,0,0,212,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1134,1,13,5,1433,2,6,0,13,0,21,0,24,0,227,71,163,0,208,56,227,184,185,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1135,0,7,0,885,1,4,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1136,0,0,0,457,2,4,0,0,0,8,0,327,0,48,0,58,0,59,0,48,35,39,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1137,0,0,1,692,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1138,0,91,97,1472,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,507,771,96,777,0,77,46,102,312,316,1,344,5,0,Médio,0
1139,0,29,29,175,1,4,0,26,0,36,0,327,1,351,99,312,116,305,64,351,290,302,171,323,0,338,0,0,5,11,86,583,0,432,440,0,Baixo,0
1140,0,184,97,1077,1,3,0,161,0,203,0,327,1,351,99,312,116,305,64,351,290,302,43,69,0,74,0,0,1,4,35,482,0,422,705,0,Baixo,0
1141,0,91,97,1129,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,76,100,0,105,0,0,2,5,14,985,0,849,675,0,Baixo,0
1142,0,0,0,1418,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1143,0,0,0,1652,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1144,1,140,177,1310,2,6,22,98,0,137,0,289,1,351,99,312,116,305,64,351,290,302,69,107,10,78,15,10,5,2,20,91,0,283,708,1,Alto,0
1145,0,178,97,1681,2,4,0,155,0,197,0,327,1,351,99,312,116,305,64,351,290,302,288,577,0,588,0,0,10,8,230,203,0,145,193,0,Baixo,0
1146,0,0,1,141,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1147,1,2,2,162,2,6,0,2,0,10,0,94,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1148,0,91,97,1192,3,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,445,613,0,627,0,0,24,25,129,419,3,505,153,0,Médio,0
1149,4,13,4,96,2,5,0,13,0,21,0,39,0,119,0,116,0,103,0,119,92,101,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1150,2,10,4,522,1,4,0,10,0,18,0,85,0,200,0,181,0,174,0,200,163,164,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1151,0,91,97,1606,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,347,509,0,517,0,0,11,24,123,403,1,373,263,0,Médio,0
1152,0,0,0,1055,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1153,24,159,215,459,0,4,38,107,95,16,2,216,1,351,99,312,116,305,64,351,290,302,461,692,41,655,91,0,35,54,246,202,0,361,131,1,Alto,0
1154,20,305,220,283,3,4,69,195,1,237,1,209,0,346,0,293,111,280,0,346,285,297,300,557,0,479,79,0,11,33,159,840,0,430,303,1,Alto,0
1155,1,10,2,645,1,3,0,10,0,18,0,214,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1156,0,0,1,59,3,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1157,0,90,97,680,1,3,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,238,292,0,304,0,0,7,5,55,144,1,204,471,0,Médio,0
1158,0,91,97,1304,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,169,254,0,262,0,0,2,4,50,233,1,533,512,0,Médio,0
1159,0,8,0,1361,2,5,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1160,0,91,97,629,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,285,581,0,594,0,0,8,29,220,905,0,708,189,0,Baixo,0
1161,1,235,159,1487,1,5,3,221,42,230,12,237,0,53,6,58,2,64,0,53,42,40,378,648,84,638,0,46,29,43,239,369,1,698,172,1,Alto,0
1162,0,0,1,210,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1163,0,45,45,1270,1,2,0,42,50,38,0,327,1,351,99,312,116,305,64,351,290,302,94,109,0,115,0,0,2,3,10,58,0,878,665,0,Médio,0
1164,0,91,97,1404,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,376,631,0,645,0,0,7,53,222,695,0,172,137,0,Baixo,0
1165,0,91,97,1346,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,91,101,0,107,0,0,3,2,20,99,0,369,673,0,Baixo,0
1166,0,91,97,1747,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,484,760,0,770,0,0,56,54,313,208,1,746,10,0,Médio,0
1167,0,0,1,1200,1,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1168,0,91,97,1794,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,34,35,0,37,0,0,0,4,6,777,0,55,739,0,Baixo,0
1169,5,292,182,1207,2,4,57,177,9,211,3,324,0,77,2,29,40,31,0,77,61,61,201,358,0,331,34,0,8,4,120,96,0,215,448,1,Alto,0
1170,1,12,5,1660,1,3,0,12,0,20,0,39,0,147,0,143,0,136,0,147,115,118,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
1171,0,91,97,412,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,434,564,0,576,0,0,22,30,123,93,0,519,205,0,Baixo,0
1172,0,7,1,924,2,4,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1173,0,91,97,832,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,377,730,0,737,0,0,21,104,303,952,1,678,44,0,Médio,0
1174,0,91,97,1014,3,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,401,719,0,726,0,0,30,38,270,543,1,749,56,0,Médio,0
1175,0,188,97,542,2,4,0,165,0,207,0,327,1,351,99,312,116,305,64,351,290,302,141,219,0,228,0,0,5,3,70,219,0,258,548,0,Baixo,0
1176,1,229,151,815,1,6,0,217,1,254,1,158,0,150,25,135,0,141,21,150,117,123,493,765,95,771,0,75,49,52,318,207,0,775,15,1,Alto,0
1177,2,279,208,1163,1,2,6,268,48,266,20,173,1,351,99,312,116,305,64,351,290,302,148,234,28,230,0,2,1,13,50,984,0,521,563,0,Médio,0
1178,0,0,0,1533,1,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1179,0,91,97,1143,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,140,232,0,240,0,0,4,10,49,591,0,541,533,0,Baixo,0
1180,0,0,0,320,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
1181,0,197,97,305,1,5,0,174,0,216,0,327,1,351,99,312,116,305,64,351,290,302,246,507,0,515,0,0,32,23,196,827,0,877,267,0,Baixo,0
1182,0,91,97,881,0,3,0,87,91,0,0,327,1,351,99,312,116,305,64,351,290,302,464,688,41,697,0,0,21,49,239,589,2,74,84,1,Alto,0
